uniprot_id,Protein names,Gene names,Fasta headers,id,MCF10A_UT_1,MCF10A_UT_2,MCF10A_UT_3,MDA_MB_231_UT_1,MDA_MB_231_UT_2,MDA_MB_231_UT_3,HCC1937_UT_1,HCC1937_UT_2,HCC1937_UT_3,MCF10A_TR_1,MCF10A_TR_2,MCF10A_TR_3,MDA_MB_231_TR_1,MDA_MB_231_TR_2,MDA_MB_231_TR_3,HCC1937_TR_1,HCC1937_TR_2,HCC1937_TR_3
Q9H6K5,Proline-rich protein 36,PRR36,sp|Q9H6K5|PRR36_HUMAN Proline-rich protein 36 OS=Homo sapiens OX=9606 GN=PRR36 PE=1 SV=2;tr|A0A096LNU1|A0A096LNU1_HUMAN Proline-rich protein 36 (Fragment) OS=Homo sapiens OX=9606 GN=PRR36 PE=1 SV=2,8944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H6P5,Threonine aspartase 1;Threonine aspartase subunit alpha;Threonine aspartase subunit beta,TASP1,sp|Q9H6P5|TASP1_HUMAN Threonine aspartase 1 OS=Homo sapiens OX=9606 GN=TASP1 PE=1 SV=1;tr|Q5JWM4|Q5JWM4_HUMAN Threonine aspartase 1 (Fragment) OS=Homo sapiens OX=9606 GN=TASP1 PE=1 SV=1,8946,6526.4,5764,5764.3,5824.7,5489.4,6446.1,10042,11746,8218.9,0,0,0,0,0,0,0,0,0
Q9H6Q4,Cytosolic Fe-S cluster assembly factor NARFL,NARFL,sp|Q9H6Q4|CIAO3_HUMAN Cytosolic iron-sulfur assembly component 3 OS=Homo sapiens OX=9606 GN=CIAO3 PE=1 SV=1;tr|H3BSH2|H3BSH2_HUMAN Cytosolic iron-sulfur assembly component 3 (Fragment) OS=Homo sapiens OX=9606 GN=CIAO3 PE=1 SV=1,8947,109490,89175,81376,107140,112470,120310,76233,58838,60168,198650,134330,165590,175320,172280,165610,114620,115810,131590
Q9H6R0,Putative ATP-dependent RNA helicase DHX33,DHX33,sp|Q9H6R0|DHX33_HUMAN ATP-dependent RNA helicase DHX33 OS=Homo sapiens OX=9606 GN=DHX33 PE=1 SV=2;tr|I3L1L6|I3L1L6_HUMAN ATP-dependent RNA helicase DHX33 (Fragment) OS=Homo sapiens OX=9606 GN=DHX33 PE=1 SV=1;tr|Q05BE5|Q05BE5_HUMAN ATP-dependent RNA helicas,8948,72487,73258,62258,93561,106730,98438,105670,90407,99759,91787,66403,66175,109520,96523,102670,76803,81329,71760
Q9H6R4,Nucleolar protein 6,NOL6,sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens OX=9606 GN=NOL6 PE=1 SV=2,8949,2335100,2308200,1936500,1834400,1730100,1858200,1937400,1705700,1534400,2315100,1717100,1841500,1486400,1507700,1472900,1065500,1119700,1142500
Q9H6R6,Palmitoyltransferase ZDHHC6,ZDHHC6,sp|Q9H6R6|ZDHC6_HUMAN Palmitoyltransferase ZDHHC6 OS=Homo sapiens OX=9606 GN=ZDHHC6 PE=1 SV=1;tr|A0A0D9SEX5|A0A0D9SEX5_HUMAN Palmitoyltransferase OS=Homo sapiens OX=9606 GN=ZDHHC6 PE=1 SV=1,8950,7472.3,5518.2,4687.5,8955.4,8040.1,9489.7,5843.3,8068.9,6524.2,3072.9,2258.2,2700,3820,3327.5,3121.8,3490.9,2375.2,1004
Q9H6R7,WD repeat and coiled-coil-containing protein C2orf44,C2orf44,sp|Q9H6R7|WDCP_HUMAN WD repeat and coiled-coil-containing protein OS=Homo sapiens OX=9606 GN=WDCP PE=1 SV=1,8951,30969,33721,27107,32857,33253,28770,36702,32293,32674,23660,13534,22245,13633,16126,19087,19389,13296,19182
Q9H6S0,Probable ATP-dependent RNA helicase YTHDC2,YTHDC2,sp|Q9H6S0|YTDC2_HUMAN 3-5 RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2,8952,929660,840060,751520,1084900,1006800,1045200,866150,769010,766670,874720,595520,658070,864260,841410,735130,708720,688760,736540
Q9H6S1,5-azacytidine-induced protein 2,AZI2,sp|Q9H6S1|AZI2_HUMAN 5-azacytidine-induced protein 2 OS=Homo sapiens OX=9606 GN=AZI2 PE=1 SV=1;tr|C9JVK8|C9JVK8_HUMAN 5-azacytidine-induced protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=AZI2 PE=1 SV=1,8953,2216.7,1810.9,920.87,3027.3,1184.1,2130.5,0,844.29,0,48892,33002,42635,50568,63108,50626,15926,18514,16389
Q9H6S3,Epidermal growth factor receptor kinase substrate 8-like protein 2,EPS8L2,sp|Q9H6S3|ES8L2_HUMAN Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens OX=9606 GN=EPS8L2 PE=1 SV=2;tr|A0A3B3ISQ4|A0A3B3ISQ4_HUMAN Epidermal growth factor receptor kinase substrate 8-like protein 2 OS=Homo sapiens OX=9606 G,8954,2799100,2680200,2380900,4878400,4445400,4860300,2969500,2860000,2728900,3087600,2232800,2582000,5454900,5145300,4838400,2654000,2836700,2915200
Q9H6T0,Epithelial splicing regulatory protein 2,ESRP2,sp|Q9H6T0|ESRP2_HUMAN Epithelial splicing regulatory protein 2 OS=Homo sapiens OX=9606 GN=ESRP2 PE=1 SV=1,8955,89651,63635,66190,72930,72072,83528,176910,155790,148930,93816,63514,61227,89170,88482,83041,463750,447700,480090
Q9H6T3,RNA polymerase II-associated protein 3,RPAP3,sp|Q9H6T3|RPAP3_HUMAN RNA polymerase II-associated protein 3 OS=Homo sapiens OX=9606 GN=RPAP3 PE=1 SV=2,8956,2864200,2582700,2543800,3530500,3271200,3408600,3355100,2969300,3090500,3028600,2125700,2443100,3104100,3124700,3075100,2808000,2736700,2982800
Q9H6U6,Breast carcinoma-amplified sequence 3,BCAS3,sp|Q9H6U6|BCAS3_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=3;tr|K7ESE9|K7ESE9_HUMAN Breast carcinoma-amplified sequence 3 OS=Homo sapiens OX=9606 GN=BCAS3 PE=1 SV=1,8957,92201,74988,75901,57423,58491,64253,85695,75775,87516,39549,34371,38404,23877,31914,32001,34705,31888,37346
Q9H6W3,Bifunctional lysine-specific demethylase and histidyl-hydroxylase NO66,NO66,sp|Q9H6W3|RIOX1_HUMAN Ribosomal oxygenase 1 OS=Homo sapiens OX=9606 GN=RIOX1 PE=1 SV=2,8958,917800,805000,734810,1091100,1030200,1074500,810180,760370,751950,733420,511040,616890,727360,745370,712370,444410,478460,507280
Q9H6X2,Anthrax toxin receptor 1,ANTXR1,sp|Q9H6X2|ANTR1_HUMAN Anthrax toxin receptor 1 OS=Homo sapiens OX=9606 GN=ANTXR1 PE=1 SV=2,8959,241280,210280,192550,190170,213260,179220,112210,70378,113140,67624,59077,62938,34413,26894,28839,12693,16294,7592.3
Q9H6X4,Transmembrane protein 134,TMEM134,sp|Q9H6X4|TM134_HUMAN Transmembrane protein 134 OS=Homo sapiens OX=9606 GN=TMEM134 PE=1 SV=1;tr|B4E0E3|B4E0E3_HUMAN Transmembrane protein 134 OS=Homo sapiens OX=9606 GN=TMEM134 PE=1 SV=1;tr|G3V1M5|G3V1M5_HUMAN Transmembrane protein 134 OS=Homo sapiens OX=9,8960,16949,13668,11919,9181.1,10994,8755.5,40931,32397,34773,47174,34606,40326,25732,27419,28519,109480,105560,108840
Q9H6Y2,WD repeat-containing protein 55,WDR55,"sp|Q9H6Y2|WDR55_HUMAN WD repeat-containing protein 55 OS=Homo sapiens OX=9606 GN=WDR55 PE=1 SV=2;tr|G3V1J0|G3V1J0_HUMAN WD repeat domain 55, isoform CRA_b OS=Homo sapiens OX=9606 GN=WDR55 PE=1 SV=1",8961,851720,783240,710570,537950,450510,477730,787850,714800,688390,1672100,1218500,1334400,829520,816930,778660,1169300,1192800,1239700
Q9H6Z4,Ran-binding protein 3,RANBP3,sp|Q9H6Z4|RANB3_HUMAN Ran-binding protein 3 OS=Homo sapiens OX=9606 GN=RANBP3 PE=1 SV=1,8962,3034100,2732600,2712000,3774400,3665000,3799200,3780300,3301800,3485700,3144200,2252500,2659600,3752500,3568400,3440100,3175900,3161600,3402000
Q9H706,GRB2-associated and regulator of MAPK protein,GAREM,sp|Q9H706|GARE1_HUMAN GRB2-associated and regulator of MAPK protein 1 OS=Homo sapiens OX=9606 GN=GAREM1 PE=1 SV=2,8963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H773,dCTP pyrophosphatase 1,DCTPP1,sp|Q9H773|DCTP1_HUMAN dCTP pyrophosphatase 1 OS=Homo sapiens OX=9606 GN=DCTPP1 PE=1 SV=1,8964,1854400,1698100,1603900,927450,843900,864890,8443700,6930100,7105700,1318500,909810,1049400,671470,692730,581360,5111000,4753500,4933900
Q9H788,SH2 domain-containing protein 4A,SH2D4A,sp|Q9H788|SH24A_HUMAN SH2 domain-containing protein 4A OS=Homo sapiens OX=9606 GN=SH2D4A PE=1 SV=1;tr|H0YAT1|H0YAT1_HUMAN SH2 domain-containing protein 4A (Fragment) OS=Homo sapiens OX=9606 GN=SH2D4A PE=1 SV=1,8965,236920,224410,191070,213550,176310,204270,159970,145620,138520,398810,276330,325900,264970,262830,269570,193920,196820,215020
Q9H792,Pseudopodium-enriched atypical kinase 1,PEAK1,sp|Q9H792|PEAK1_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4;tr|H0YN99|H0YN99_HUMAN Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=1,8966,20194,16888,19457,12466,12188,12032,10991,10429,14930,68988,41430,54339,31308,28787,29368,34714,32183,32017
Q9H7B2,Ribosome production factor 2 homolog,RPF2,sp|Q9H7B2|RPF2_HUMAN Ribosome production factor 2 homolog OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=2;tr|Q5VXN0|Q5VXN0_HUMAN Ribosome production factor 2 homolog (Fragment) OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=1,8967,1626000,1421500,1283700,784820,647450,629990,1351700,1238900,1183100,2337900,1812900,1901400,967080,766020,726150,1286000,1356700,1311500
Q9H7B4,Histone-lysine N-methyltransferase SMYD3,SMYD3,sp|Q9H7B4|SMYD3_HUMAN Histone-lysine N-methyltransferase SMYD3 OS=Homo sapiens OX=9606 GN=SMYD3 PE=1 SV=4;tr|B0QZ88|B0QZ88_HUMAN Histone-lysine N-methyltransferase SMYD3 OS=Homo sapiens OX=9606 GN=SMYD3 PE=1 SV=1,8968,557600,493550,446410,425970,346890,402750,130610,133130,142610,476300,400780,408310,390550,359310,338960,132420,148450,163940
Q9H7C4,Syncoilin,SYNC,sp|Q9H7C4|SYNCI_HUMAN Syncoilin OS=Homo sapiens OX=9606 GN=SYNC PE=1 SV=3;tr|C9JTN4|C9JTN4_HUMAN Syncoilin (Fragment) OS=Homo sapiens OX=9606 GN=SYNC PE=1 SV=1;tr|C9JSS1|C9JSS1_HUMAN Syncoilin (Fragment) OS=Homo sapiens OX=9606 GN=SYNC PE=1 SV=8,8969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H7C9,Mth938 domain-containing protein,AAMDC,sp|Q9H7C9|AAMDC_HUMAN Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1;tr|E9PNP3|E9PNP3_HUMAN Mth938 domain-containing protein OS=Homo sapiens OX=9606 GN=AAMDC PE=1 SV=1;tr|E9PR47|E9PR47_HUMAN Mth938 domain-containing protein OS=,8970,701380,654000,606130,715770,649810,769150,414270,381510,369310,677990,523260,540260,626980,610360,609420,327590,321150,360290
Q9H7D0,Dedicator of cytokinesis protein 5,DOCK5,sp|Q9H7D0|DOCK5_HUMAN Dedicator of cytokinesis protein 5 OS=Homo sapiens OX=9606 GN=DOCK5 PE=1 SV=3,8971,2445600,2116700,2022400,2105100,1917000,2065800,1458700,1288600,1309100,3228500,2360100,2652200,2360100,2349900,2295400,1610300,1631600,1795900
Q9H7D7,WD repeat-containing protein 26,WDR26,sp|Q9H7D7|WDR26_HUMAN WD repeat-containing protein 26 OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=3;tr|H0Y9R3|H0Y9R3_HUMAN WD repeat-containing protein 26 (Fragment) OS=Homo sapiens OX=9606 GN=WDR26 PE=1 SV=1,8972,1344300,1175700,1056800,1052400,849040,1024700,1253100,1094300,1064400,1938900,1580600,1652600,1319200,1108300,1058100,1412200,1446900,1525600
Q9H7E2,Tudor domain-containing protein 3,TDRD3,sp|Q9H7E2|TDRD3_HUMAN Tudor domain-containing protein 3 OS=Homo sapiens OX=9606 GN=TDRD3 PE=1 SV=1,8973,130900,110170,112110,123660,112330,115800,186700,163700,173870,29580,20080,24021,21880,29137,29325,43247,36103,43873
Q9H7F4,Transmembrane protein 185B,TMEM185B,sp|Q9H7F4|T185B_HUMAN Transmembrane protein 185B OS=Homo sapiens OX=9606 GN=TMEM185B PE=1 SV=2,8974,94191,84672,82143,188470,159690,177090,117300,98829,120970,0,0,0,0,0,0,0,0,0
Q9H7H0,"Methyltransferase-like protein 17, mitochondrial",METTL17,"sp|Q9H7H0|MET17_HUMAN Methyltransferase-like protein 17, mitochondrial OS=Homo sapiens OX=9606 GN=METTL17 PE=1 SV=1;tr|G3V353|G3V353_HUMAN Methyltransferase-like protein 17, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=METTL17 PE=1 SV=1;tr|G3V4P2|G3",8975,347700,318310,278880,314390,309930,348300,395690,349080,350460,451480,320860,369790,311780,305140,305060,372180,338440,363400
Q9H7J1,Protein phosphatase 1 regulatory subunit 3E,PPP1R3E,sp|Q9H7J1|PPR3E_HUMAN Protein phosphatase 1 regulatory subunit 3E OS=Homo sapiens OX=9606 GN=PPP1R3E PE=1 SV=2,8976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H7L9,Sin3 histone deacetylase corepressor complex component SDS3,SUDS3,sp|Q9H7L9|SDS3_HUMAN Sin3 histone deacetylase corepressor complex component SDS3 OS=Homo sapiens OX=9606 GN=SUDS3 PE=1 SV=2,8977,43323,33458,33761,40289,32313,40276,41717,42112,37033,286460,203370,228870,240770,230400,236590,266380,289640,295110
Q9H7M9,Platelet receptor Gi24,C10orf54,sp|Q9H7M9|VISTA_HUMAN V-type immunoglobulin domain-containing suppressor of T-cell activation OS=Homo sapiens OX=9606 GN=VSIR PE=1 SV=3,8978,0,0,0,0,0,0,0,0,950.04,0,0,0,0,0,0,0,0,0
Q9H7N4,"Splicing factor, arginine/serine-rich 19",SCAF1,"sp|Q9H7N4|SFR19_HUMAN Splicing factor, arginine/serine-rich 19 OS=Homo sapiens OX=9606 GN=SCAF1 PE=1 SV=3",8979,951820,938240,828240,1067400,973950,1010400,1181600,1092700,1106900,908570,626540,748660,861280,844480,753690,784710,791180,839670
Q9H7P9,Pleckstrin homology domain-containing family G member 2,PLEKHG2,sp|Q9H7P9|PKHG2_HUMAN Pleckstrin homology domain-containing family G member 2 OS=Homo sapiens OX=9606 GN=PLEKHG2 PE=1 SV=3;tr|E7ESZ3|E7ESZ3_HUMAN Pleckstrin homology domain-containing family G member 2 OS=Homo sapiens OX=9606 GN=PLEKHG2 PE=1 SV=2;tr|H7BXC7,8980,650170,680920,918250,17457,12531,3825.1,10349,0,0,891210,496090,503780,0,0,2768.4,0,0,0
Q9H7S9,Zinc finger protein 703,ZNF703,sp|Q9H7S9|ZN703_HUMAN Zinc finger protein 703 OS=Homo sapiens OX=9606 GN=ZNF703 PE=1 SV=1,8981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H7U1,Serine-rich coiled-coil domain-containing protein 2,CCSER2,sp|Q9H7U1|CCSE2_HUMAN Serine-rich coiled-coil domain-containing protein 2 OS=Homo sapiens OX=9606 GN=CCSER2 PE=1 SV=2,8983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H7X7,Intraflagellar transport protein 22 homolog,IFT22,sp|Q9H7X7|IFT22_HUMAN Intraflagellar transport protein 22 homolog OS=Homo sapiens OX=9606 GN=IFT22 PE=1 SV=1,8984,40473,32213,31280,31394,29606,30848,29333,31968,30625,63650,42732,50366,45852,44326,41526,44153,42930,46096
Q9H7Z3,Protein NRDE2 homolog,NRDE2,sp|Q9H7Z3|NRDE2_HUMAN Protein NRDE2 homolog OS=Homo sapiens OX=9606 GN=NRDE2 PE=1 SV=3,8985,3170.1,1821.7,1844,2610.8,2055.3,2496.2,2290.1,1921.3,1563.5,21538,18014,17323,16787,14520,14314,9406.4,13474,15686
Q9H7Z6,Histone acetyltransferase KAT8,KAT8,sp|Q9H7Z6|KAT8_HUMAN Histone acetyltransferase KAT8 OS=Homo sapiens OX=9606 GN=KAT8 PE=1 SV=2,8986,257740,220110,208680,249250,248900,242740,507780,427480,439230,180190,124950,156510,164380,144930,156020,259900,265160,258010
Q9H7Z7,Prostaglandin E synthase 2;Prostaglandin E synthase 2 truncated form,PTGES2,"sp|Q9H7Z7|PGES2_HUMAN Prostaglandin E synthase 2 OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=1;tr|A6NHH0|A6NHH0_HUMAN Prostaglandin E synthase 2, isoform CRA_c OS=Homo sapiens OX=9606 GN=PTGES2 PE=1 SV=2;tr|X6RJ95|X6RJ95_HUMAN Prostaglandin E synthase 2 (Fra",8987,2733300,2594200,2269900,2572000,2337500,2577300,3777700,3192700,3215500,2546500,1989800,2230900,2245200,2246900,2127300,2854100,2729800,3101400
Q9H808,Transducin-like enhancer protein 6,TLE6,sp|Q9H808|TLE6_HUMAN Transducin-like enhancer protein 6 OS=Homo sapiens OX=9606 GN=TLE6 PE=1 SV=2,8988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H813,Transmembrane protein 206,TMEM206,sp|Q9H813|TM206_HUMAN Transmembrane protein 206 OS=Homo sapiens OX=9606 GN=TMEM206 PE=1 SV=1,8989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H814,Phosphorylated adapter RNA export protein,PHAX,sp|Q9H814|PHAX_HUMAN Phosphorylated adapter RNA export protein OS=Homo sapiens OX=9606 GN=PHAX PE=1 SV=1,8990,947000,787420,764280,742360,713360,787980,1128500,950850,1028000,1078300,747910,899730,759040,732760,717630,987280,943070,1037500
Q9H832,Ubiquitin-conjugating enzyme E2 Z,UBE2Z,sp|Q9H832|UBE2Z_HUMAN Ubiquitin-conjugating enzyme E2 Z OS=Homo sapiens OX=9606 GN=UBE2Z PE=1 SV=2,8991,1502400,1572400,1283700,1676200,1490100,1669300,1328000,1308100,1313400,1825800,1381600,1519500,2059800,1857000,1791900,1438100,1403600,1536100
Q9H840,Gem-associated protein 7,GEMIN7,sp|Q9H840|GEMI7_HUMAN Gem-associated protein 7 OS=Homo sapiens OX=9606 GN=GEMIN7 PE=1 SV=1,8992,0,0,0,0,0,0,0,0,0,2670.5,1714.9,1924.6,2727.3,2251.2,1396.8,2475.5,1439.1,2056.6
Q9H845,"Acyl-CoA dehydrogenase family member 9, mitochondrial",ACAD9,"sp|Q9H845|ACAD9_HUMAN Acyl-CoA dehydrogenase family member 9, mitochondrial OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1;tr|H0Y8Z9|H0Y8Z9_HUMAN Acyl-CoA dehydrogenase family member 9, mitochondrial (Fragment) OS=Homo sapiens OX=9606 GN=ACAD9 PE=1 SV=1",8993,5231400,4736400,4194700,3701100,3520400,3772700,10350000,8706900,8682900,5148400,3632700,4146800,3304500,3195100,3162500,8703900,8290000,8758100
Q9H857,5-nucleotidase domain-containing protein 2,NT5DC2,sp|Q9H857|NT5D2_HUMAN 5-nucleotidase domain-containing protein 2 OS=Homo sapiens OX=9606 GN=NT5DC2 PE=1 SV=1;tr|H7C4G8|H7C4G8_HUMAN 5-nucleotidase domain-containing protein 2 (Fragment) OS=Homo sapiens OX=9606 GN=NT5DC2 PE=1 SV=1,8994,778960,712310,656760,463540,437560,434980,649140,601380,613170,801400,600470,653560,386890,361850,376450,553100,572460,581070
Q9H869,YY1-associated protein 1,YY1AP1,sp|Q9H869|YYAP1_HUMAN YY1-associated protein 1 OS=Homo sapiens OX=9606 GN=YY1AP1 PE=1 SV=2,8995,4085.3,3507.2,2592.8,3625.7,3518.3,2955.1,2482.5,4149.2,3529.3,0,0,0,0,0,0,0,0,0
Q9H871,Protein RMD5 homolog A,RMND5A,sp|Q9H871|RMD5A_HUMAN E3 ubiquitin-protein transferase RMND5A OS=Homo sapiens OX=9606 GN=RMND5A PE=1 SV=1,8996,502500,447810,383560,456190,386540,432650,710040,618240,686430,543010,359940,464640,456020,408970,393790,694030,707020,751400
Q9H875,PRKR-interacting protein 1,PRKRIP1,sp|Q9H875|PKRI1_HUMAN PRKR-interacting protein 1 OS=Homo sapiens OX=9606 GN=PRKRIP1 PE=1 SV=1;tr|E9PC43|E9PC43_HUMAN PRKR-interacting protein 1 OS=Homo sapiens OX=9606 GN=PRKRIP1 PE=1 SV=1,8997,340890,330270,265440,448080,458230,437500,486820,392000,418040,353300,251570,290420,419010,422440,426260,412450,404770,436240
Q9H8G2,Caspase activity and apoptosis inhibitor 1,CAAP1,sp|Q9H8G2|CAAP1_HUMAN Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens OX=9606 GN=CAAP1 PE=1 SV=2;tr|A0A3B3ISJ3|A0A3B3ISJ3_HUMAN Caspase activity and apoptosis inhibitor 1 OS=Homo sapiens OX=9606 GN=CAAP1 PE=1 SV=1,8998,0,0,0,0,0,0,0,0,0,102170,67456,81448,125030,100590,89491,53922,59540,69894
Q9H8H0,Nucleolar protein 11,NOL11,sp|Q9H8H0|NOL11_HUMAN Nucleolar protein 11 OS=Homo sapiens OX=9606 GN=NOL11 PE=1 SV=1,8999,3304100,3017200,2481400,2403600,2162200,2235200,2171900,1962500,1774800,2243000,1670400,1715000,1589700,1628200,1495000,1124500,1219700,1280100
Q9H8K7,Uncharacterized protein C10orf88,C10orf88,sp|Q9H8K7|CJ088_HUMAN Uncharacterized protein C10orf88 OS=Homo sapiens OX=9606 GN=C10orf88 PE=1 SV=2,9000,5057.7,3812.2,4420.9,5289,5574.6,6730.4,6473.4,5590,5458.8,0,0,0,0,0,0,0,0,0
Q9H8M2,Bromodomain-containing protein 9,BRD9,sp|Q9H8M2|BRD9_HUMAN Bromodomain-containing protein 9 OS=Homo sapiens OX=9606 GN=BRD9 PE=1 SV=2,9001,56789,51430,44529,71227,68215,68534,70955,58763,64963,33232,21623,28960,44112,42333,35687,28765,35844,39237
Q9H8M5,Metal transporter CNNM2,CNNM2,sp|Q9H8M5|CNNM2_HUMAN Metal transporter CNNM2 OS=Homo sapiens OX=9606 GN=CNNM2 PE=1 SV=2,9002,74019,76290,63765,32217,34946,32341,57230,49805,48650,0,0,0,0,0,0,0,0,0
Q9H8M7,Protein FAM188A,FAM188A,sp|Q9H8M7|MINY3_HUMAN Ubiquitin carboxyl-terminal hydrolase MINDY-3 OS=Homo sapiens OX=9606 GN=MINDY3 PE=1 SV=1,9003,272220,231130,226950,339520,283610,326010,132780,104080,113200,287130,208240,245610,336430,298480,295890,111970,107530,130460
Q9H8N7,Zinc finger protein 395,ZNF395,sp|Q9H8N7|ZN395_HUMAN Zinc finger protein 395 OS=Homo sapiens OX=9606 GN=ZNF395 PE=1 SV=2,9004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9H8S9,MOB kinase activator 1A,MOB1A,sp|Q9H8S9|MOB1A_HUMAN MOB kinase activator 1A OS=Homo sapiens OX=9606 GN=MOB1A PE=1 SV=4,9005,3854200,3384600,3163400,3762000,3444100,3712500,3116100,2482900,2660900,3893300,2932700,3270400,3483600,3289700,3198000,2450200,2272300,2459600
Q9H8T0,AKT-interacting protein,AKTIP,sp|Q9H8T0|AKTIP_HUMAN AKT-interacting protein OS=Homo sapiens OX=9606 GN=AKTIP PE=1 SV=1;tr|H3BM79|H3BM79_HUMAN AKT-interacting protein (Fragment) OS=Homo sapiens OX=9606 GN=AKTIP PE=1 SV=1;tr|H3BRV2|H3BRV2_HUMAN AKT-interacting protein (Fragment) OS=Homo ,9006,127820,104750,103550,93652,88951,90351,303420,274280,260010,96055,75922,81817,59883,55251,54025,187390,194070,189280
Q9H8V3,Protein ECT2,ECT2,sp|Q9H8V3|ECT2_HUMAN Protein ECT2 OS=Homo sapiens OX=9606 GN=ECT2 PE=1 SV=4,9007,474300,447330,410680,781750,791440,811080,2396300,2039700,2072700,1016300,734920,850100,1189200,1124100,1025200,2631700,2439200,2676300
Q9H8W4,Pleckstrin homology domain-containing family F member 2,PLEKHF2,sp|Q9H8W4|PKHF2_HUMAN Pleckstrin homology domain-containing family F member 2 OS=Homo sapiens OX=9606 GN=PLEKHF2 PE=1 SV=1,9008,199360,193010,197140,399430,363970,390850,678560,673340,594880,141860,124790,124780,225800,248620,263670,455800,446950,546200
Q9H8Y5,Ankyrin repeat and zinc finger domain-containing protein 1,ANKZF1,sp|Q9H8Y5|ANKZ1_HUMAN Ankyrin repeat and zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKZF1 PE=1 SV=1;tr|B8ZZS4|B8ZZS4_HUMAN Ankyrin repeat and zinc finger domain-containing protein 1 OS=Homo sapiens OX=9606 GN=ANKZF1 PE=1 SV=1,9009,145970,127630,121510,117550,122320,120250,28696,22034,27937,349400,209870,268970,290310,352110,333360,129790,103250,145710
Q9H8Y8,Golgi reassembly-stacking protein 2,GORASP2,sp|Q9H8Y8|GORS2_HUMAN Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3,9010,2559400,2297000,2113900,2113300,1969800,2067100,3448700,3009900,3002200,2243000,1621900,1932100,1699300,1674800,1617500,2409600,2336500,2498500
Q9H900,Protein zwilch homolog,ZWILCH,sp|Q9H900|ZWILC_HUMAN Protein zwilch homolog OS=Homo sapiens OX=9606 GN=ZWILCH PE=1 SV=2,9011,448470,390100,377380,441780,446370,448440,436920,385760,391500,884620,620960,713290,782870,772240,743210,702290,697890,731250
Q9H920,RING finger protein 121,RNF121,sp|Q9H920|RN121_HUMAN RING finger protein 121 OS=Homo sapiens OX=9606 GN=RNF121 PE=1 SV=1;tr|G3V148|G3V148_HUMAN RING finger protein 121 OS=Homo sapiens OX=9606 GN=RNF121 PE=1 SV=1,9012,81847,84639,70966,83251,82941,98750,133220,124730,134780,55256,41375,47477,52153,46640,37338,72992,74186,65576
U5Y3L1,Nuclear body protein SP140-like protein,SP140L,tr|U5Y3L1|U5Y3L1_HUMAN Nuclear body protein SP140-like protein OS=Homo sapiens OX=9606 GN=SP140L PE=1 SV=1;sp|Q9H930|SP14L_HUMAN Nuclear body protein SP140-like protein OS=Homo sapiens OX=9606 GN=SP140L PE=1 SV=3;tr|H7BYP4|H7BYP4_HUMAN Nuclear body protein,9013,13737,18854,11894,11533,9697.2,12835,9440.6,9344.3,9261.8,0,0,0,0,0,0,0,0,0
Q9H936,Mitochondrial glutamate carrier 1,SLC25A22,sp|Q9H936|GHC1_HUMAN Mitochondrial glutamate carrier 1 OS=Homo sapiens OX=9606 GN=SLC25A22 PE=1 SV=1;tr|E9PJH7|E9PJH7_HUMAN Mitochondrial glutamate carrier 1 (Fragment) OS=Homo sapiens OX=9606 GN=SLC25A22 PE=1 SV=5;tr|A0A0D9SFE1|A0A0D9SFE1_HUMAN Mitochondr,9014,1163800,1219300,1002600,1724100,1677200,1731100,836840,820760,849650,1287200,1004400,1020400,1835100,1758100,1710200,712650,793520,818080
